Name,year_obtained_Cristiana,year_obtained,CoderemonteeHarmonise3years,codenumremonteeHarmonise3years,codenumremonteeAvg3years,IDJeremyYear1,coderemonteeYear1,codenumremonteeYear1,IDJeremyYear2,coderemonteeYear2,codenumremonteeYear2,IDJeremyYear3,coderemonteeYear3,codenumremonteeYear3,Nb_Clust_A3,Lmax_P_A3,Rat_P_A3,Min_M_A3,DifMax_M_A3,Min_V_A3,Area_Peak_Inflo_A3,Reb_Mag_A3,Max_Peak_A3,Max_Reb_A3,First_Reb_A3,Rat_Peak_A3,First_Flo_A3,Cont_Flo_A3,PCo1,PCo2,PCo3,PCo4,PCo5
rosa_pimpinellifolia_double_white_F6,1815,1815,NR,1,1.33,NR49,NR,1,NR66,NR,1,R27,R,2,2,-0.039574669,0.0403681792,6.1280958407,4.5647820708,0.329866286,43.2582582184,0.0408163265,16.2601963516,1.2271846303,10,0.0754716981,3,0,177.4723455215,-141.5075838366,-123.8902058659,39.1486937062,22.5364159382
rosa_polliniana_A11,NA,1800,NR,1,1.33,NR67,NR,1,NR89,NR,1,R35,R,2,2,-0.4456264263,0.5614680341,7.2500638702,3.8114401788,0.5543520697,5.7038528064,0.25,8.1643383308,2.9078465288,11,0.3561643836,6,0,121.746575194,91.3752908068,43.8367943387,34.1438416511,20.6020701994
rosa_rapini_E5,NA,1859,NR,1,1,NA,NA,NA,NR146,NR,1,NR138,NR,1,2,-0.2475720319,0.2809116256,5.0541897825,1.0493814216,0.0581546327,1.1362820651,0,2.4543692606,0,30,0,5,0,166.2041934963,-125.4018374418,-115.9838124439,43.7085549554,24.1293437403
rosa_rubiginosa_gold_bush_H10,1954,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.6001186747,-24.4244102167,-48.5142160712,6.0724966808,-6.5779825759
rosa_rubus_B8,NA,1888,NR,1,1,NA,NA,NA,NR80,NR,1,NR78,NR,1,2,-0.0889168292,0.0929897477,7.0569910297,2.6056774048,0.8533812678,12.0977468229,0,22.8032926226,0,30,0,5,0,-52.7659277454,107.3601085881,-66.4998773289,55.5855689591,-22.6382411445
rosa_spectabilis_H12,1833,1833,NR,1,1,NR193,NR,1,NR269,NR,1,NR279,NR,1,2,-0.013098424,0.0131845842,9.2174655228,18.6534983176,0.2002573347,7.1861111214,0.0253164557,15.632124842,0.4666305923,28,0.0298507463,6,0,-97.0899048326,100.9511122703,-18.7214734534,10.4573972137,-83.2934561316
rosa_subgallicodes_E3,NA,1900,NR,1,1,NR130,NR,1,NR186,NR,1,NR184,NR,1,2,-0.0118890855,0.0119600416,9.9121714761,7.4705677244,0.9780137613,8.4393492638,0.0044381682,21.547274716,0.0957656654,28,0.0044444444,8,0,40.3823911933,138.7470481522,27.8507750292,54.4732053704,3.0434404694
rosa_villosa_recondita_C5,NA,1771,NR,1,1,NR118,NR,1,NR164,NR,1,NR159,NR,1,1,0,0,8.3847201832,29,1.6300090787,21.9887228494,0,25.5643966259,0,30,0,5,0,69.885345576,100.801509627,-2.522139081,-1.1589899214,36.0798355318
rosa_wichurana_C9,NA,1891,NR,1,1,NR69,NR,1,NR91,NR,1,NR85,NR,1,1,0,0,13.1978475872,29,3.5055600597,12.9350585096,0.005952381,16.8465582386,0.2323663205,20,0.0137931034,8,0,-93.8449159007,168.3867205595,-140.6023611567,18.9535027499,52.674015667
rose_edouard_D7,NA,1820,R,2,2.33,RF42,RF,3,R77,R,2,R93,R,2,2,-0.3386161536,0.4030047036,6.462575875,8.2772053348,2.6281713742,59.1305445494,0.2532467532,15.4253594477,4.6276078343,11,0.3,2,0,-84.8397212275,-92.3472647198,2.3129099321,-67.0444472266,-25.746890384
ruby_queen_H3,1901,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.6270115098,-65.82489039,48.9192334035,-115.148072633,-6.2946387401
safrano_H7,1839,1839,R,2,2.33,R3,R,2,R3,R,2,RF9,RF,3,3,-0.4863729212,0.6264064046,7.5269078483,14.4581221114,0.0811533002,1.8694740024,0.6923076923,2.8042110037,11.2168440147,10,4,7,0,-93.4354977192,-124.0744245739,71.8056162347,-78.5377119346,-5.4570953547
salet_C10,1854,1854,RF,3,3,RF9,RF,3,RF22,RF,3,RF25,RF,3,2,-0.4058516092,0.5005798636,7.1260155518,6.7916402823,1.7703614816,13.2507847974,0.2173913043,10.7025569518,1.1891729946,12,0.1111111111,1,1,-6.2494895512,-42.2032317873,38.9021482511,-68.8858341865,-6.6890530179
sidonie_F6,1845,1845,RF,3,2.66,RF44,RF,3,R2,R,2,RF6,RF,3,3,-0.5224090854,0.6860846829,7.2775773671,14.8260376934,1.0667992504,15.6269662536,0.4162303665,11.3523252605,11.7727817516,12,1.037037037,1,1,26.4341452342,48.9997599789,17.6427517098,-3.0027479528,-69.1290341357
sir_joseph_paxton_C1,1851,1851,RF,3,3,RF37,RF,3,RF62,RF,3,RF85,RF,3,4,-0.7238721639,1.0624037344,6.4667568183,18.2599092876,1.2853465723,18.676179436,0.075,8.4799949872,0.9085708915,22,0.1071428571,2,1,-176.8225813803,-111.7619230087,0.0165553471,-120.8191662672,-6.1795117386
south_orange_perfection_H2,1898,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.114443932,167.6036713493,-159.7485975636,-23.7362532301,45.216318124
souvenir_de_brod_B12,1886,1886,NR,1,1,NR144,NR,1,NR210,NR,1,NR213,NR,1,2,-0.2696916636,0.3095606033,6.585573434,2.6167115432,1.1032073287,7.4371730353,0,13.0763481939,0,30,0,4,0,-14.119037771,5.3478016468,10.6059626225,-36.4751121707,-35.7685902174
souvenir_de_la_reine_dangleterre_E7,1855,1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.2700444467,-44.2437166762,43.8639661162,-96.7708456466,13.6291098929
souvenir_de_lucie_A3,1893,1893,NR,1,1,NR177,NR,1,NR181,NR,1,NR178,NR,1,1,0,0,6.778612217,29,1.6041645888,15.259692438,0,17.5248030343,0,30,0,4,0,-14.7183159221,-31.6913985784,53.1533413917,-59.1737015843,-14.5706406888
souvenir_de_philemon_cochet_F9,1899,1899,RF,3,3,RF17,RF,3,RF38,RF,3,RF51,RF,3,4,-0.9002525662,1.4602244021,5.8963965068,16.0033453601,0.1567760908,7.8936010641,0.3708920188,4.594782709,2.6508361783,12,0.5769230769,3,0,206.4884895318,-201.8493503816,-170.4534380377,13.2242943803,22.3415184747
stanwell_perpetual_D11,1835,1835,RF,3,3,RF15,RF,3,RF31,RF,3,RF39,RF,3,3,-0.8057942295,1.2384736549,5.3846985216,13.0030674063,0.4718522085,23.3749453392,0.5558375635,16.7297823071,17.9319223531,10,1.0718562874,2,1,-10.3501050558,19.514375204,23.1443543924,-55.0526764267,-8.6185887348
the_garland_D6,1835,1835,NR,1,1,NR47,NR,1,NR64,NR,1,NR65,NR,1,1,0,0,8.8720189147,29,0.9614642002,28.711743559,0,86.7008466384,0,30,0,6,0,-112.3304807101,74.1868327613,-65.4429856564,51.0537683574,-239.8983339401
tom_wood_D1,1896,1896,R,2,2.5,NA,NA,NA,R86,R,2,RF99,RF,3,3,-0.9162905488,1.4999995423,7.0028504672,9.4924024564,0.0811255358,2.6959294947,0.8,2.6959294947,2.6959294947,10,1,7,0,-112.5197299033,-71.0870580214,49.7490290463,-146.2920632402,-14.2560895377
toussaint_l_ouverture_H2,1849,1849,NR,1,1,NR186,NR,1,NR261,NR,1,NR266,NR,1,1,0,0,8.6917135662,29,0.7300340038,9.0024976692,0,16.9761384619,0,30,0,7,0,148.292102712,74.1000738284,70.597678316,5.2531793006,19.3697895966
triomphe_de_l_exposition_A8,1855,1855,R,2,2.33,R9,R,2,RF14,RF,3,R12,R,2,2,-0.2368069417,0.2671964514,6.4231109949,5.2543315728,1.234319888,12.0055932275,0.0828402367,10.921217065,0.8132821219,13,0.0744680851,3,0,-20.2836107272,-31.5946570068,59.4106485951,-72.7879647902,-16.5443110044
tuscany_superb_C10,1837,1837,NR,1,1,NA,NA,NA,NR113,NR,1,NR104,NR,1,2,-0.3920316723,0.4799845852,7.939913513,2.3900428228,0.4586277459,5.6395596231,0,7.2508623725,0,30,0,7,0,151.6113985255,69.1130606972,69.5566233171,6.4080498061,33.4173703355
una_G12,1898,1898,NR,1,1.33,NR174,NR,1,NR249,NR,1,R99,R,2,2,-0.0393526375,0.0401372104,6.3358655523,9.8099962934,0.4916788849,6.813668517,0.0362318841,10.6047322031,0.4610753132,13,0.0434782609,5,0,-77.2138112106,6.1434324852,61.4446387668,83.9704827822,15.2268996429
victor_verdier_H6,1859,1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.9365438142,-51.6409797797,96.8830290944,-89.2051126847,54.6359053246
virago_C8,1887,1887,NR,1,1,NR22,NR,1,NR31,NR,1,NR29,NR,1,2,-0.4179559663,0.5188537922,6.4086497252,2.6903721948,1.2946424073,8.620759422,0,6.6444588431,0,30,0,4,0,65.8106716602,-28.6312690345,48.3102900334,-46.412628516,-6.5423139361
vivid_B5,1853,1853,NR,1,1,NR138,NR,1,NR200,NR,1,NR201,NR,1,1,0,0,7.1657385304,29,1.8220521155,4.6981708318,0,3.5501215684,0,30,0,5,0,-17.4446734417,-11.6673443078,32.4219817799,-63.2002333058,-24.7285016889
william_lobb_D10,1855,1855,NR,1,1,NA,NA,NA,NR112,NR,1,NR103,NR,1,1,0,0,7.7273393684,29,1.0953985244,7.9040459183,0,8.0777612132,0,30,0,6,0,-14.1805005375,33.5055144136,-15.5186253244,-65.0673553622,-32.2913072522
wodan_F5,1890,1890,R,2,1.66,R49,R,2,R64,R,2,NR214,NR,1,2,-0.1101220049,0.1164142702,7.0010291652,3.4304160473,1.0410097339,5.5077783076,0,4.9053650552,0,30,0,5,0,-78.0593905823,-8.9662284656,-40.6708044264,-69.828086844,4.0069620036
